135.59 , 50.646439815618635 , 0.0 , 340.0773036
135.13 , 43.64261333950652 , 0.0 , 340.0773036
135.46 , 49.44170343327553 , 0.0 , 340.0773036
135.39 , 48.187499080048205 , 0.0 , 340.0773036
135.42 , 48.78709980241172 , 0.0 , 340.0773036
135.27 , 45.92533081584812 , 0.0 , 340.0773036
135.54 , 51.44622885375434 , 0.0 , 340.0773036
135.49 , 50.419616891926246 , 0.0 , 340.0773036
135.9 , 57.84763940675989 , 0.0 , 340.0773036
136.06 , 60.344463640143466 , 0.0 , 340.0773036
135.85 , 55.68250089935691 , 0.0 , 340.0773036
135.67 , 51.97593623297105 , 0.0 , 340.0773036
136.06 , 58.43226959890691 , 0.0 , 340.0773036
136.31 , 61.9624705398176 , 0.0 , 340.0773036
136.45 , 63.81572762014739 , 0.0 , 340.0773036
136.59 , 65.61965196026276 , 0.0 , 340.0773036
137.07 , 70.96439924957022 , 0.0 , 340.0773036
136.81 , 65.06408643514634 , 0.0 , 340.0773036
137.09 , 68.13661406542249 , 0.0 , 340.0773036
137.06 , 67.45212387539571 , 0.0 , 340.0773036
137.47 , 71.64459281349271 , 0.0 , 340.0773036
137.27 , 67.10386414838942 , 0.0 , 340.0773036
137.33 , 67.76393431229438 , 0.0 , 340.0773036
136.84 , 57.59929650589234 , 0.0 , 340.0773036
136.85 , 57.73862038863662 , 0.0 , 340.0773036
136.84 , 57.53502427165241 , 0.0 , 340.0773036
137.25 , 63.25586271383643 , 0.0 , 340.0773036
136.88 , 55.932723047142375 , 0.0 , 340.0773036
136.73 , 53.241669040738934 , 0.0 , 340.0773036
136.6 , 50.95360516461066 , 0.0 , 340.0773036
136.48 , 48.866011579004024 , 0.0 , 340.0773036
136.68 , 52.368665422419944 , 0.0 , 340.0773036
136.76 , 53.73386286534553 , 0.0 , 340.0773036
137.16 , 59.91957520254672 , 0.0 , 340.0773036
137.48 , 64.05943855497442 , 0.0 , 340.0773036
137.23 , 58.9376546196351 , 0.0 , 340.0773036
137.26 , 59.357590996673906 , 0.0 , 340.0773036
137.42 , 61.612421367810946 , 0.0 , 340.0773036
137.18 , 56.54481188841327 , 0.0 , 340.0773036
137.68 , 63.31455383453818 , 0.0 , 340.0773036
137.41 , 58.05500391039138 , 0.0 , 340.0773036
137.62 , 60.7836805716326 , 0.0 , 340.0773036
137.57 , 59.78641726492842 , 0.0 , 340.0773036
137.3 , 54.57895090880375 , 0.0 , 340.0773036
137.24 , 53.464498289484894 , 0.0 , 340.0773036
136.8 , 46.04013634111629 , 0.0 , 340.0773036
136.77 , 45.575430976313456 , 0.0 , 340.0773036
136.87 , 47.478445426419356 , 0.0 , 340.0773036
136.82 , 46.601045813942214 , 0.0 , 340.0773036
136.8 , 46.23300351854474 , 0.0 , 340.0773036
136.77 , 45.65059932495743 , 0.0 , 340.0773036
136.6 , 42.39173746061527 , 0.0 , 340.0773036
136.79 , 46.949950556308664 , 0.0 , 340.0773036
136.74 , 45.92024018942928 , 0.0 , 340.0773036
137.09 , 53.59291753098713 , 0.0 , 340.0773036
136.81 , 47.75562587876497 , 0.0 , 340.0773036
136.84 , 48.40406231307197 , 0.0 , 340.0773036
